分数,学校,姓名,院校全称,研究方向,主页,Google Scholar,明确招本科实习,有opening,教授NJU背景,学生NJU背景,是否AP,资深教授,找到CV,关键词匹配,爬取页数,招生证据,NJU证据,错误
0,NYU,Aurojit Panda,New York University,ML,https://cs.nyu.edu/~apanda,https://scholar.google.com/citations?user=SssrcUsAAAAJ,False,False,False,False,False,False,False,False,1,,,
2,Columbia,Augustin Chaintreau,Columbia University,Web+IR,http://www.cs.columbia.edu/~augustin,https://scholar.google.com/citations?user=Hb6J54cAAAAJ,False,False,False,False,True,True,True,False,2,,,
5,UMich,Atul Prakash,University of Michigan,"ML, NLP, Vision, Web+IR",http://web.eecs.umich.edu/~aprakash,https://scholar.google.com/citations?user=kIkHa2IAAAAJ,False,False,False,False,True,False,False,False,1,,,
2,MIT,Asuman E. Ozdaglar,Massachusetts Inst. of Technology,"ML, NLP",https://asu.mit.edu,https://scholar.google.com/citations?user=nWnBSOsAAAAJ,False,False,False,False,True,True,True,False,3,,,
5,Stanford,Aviad Rubinstein,Stanford University,ML,https://cs.stanford.edu/~aviad,https://scholar.google.com/citations?user=ZTsHfNAAAAAJ,False,False,False,False,True,False,False,False,1,,,
2,UW,Aylin Caliskan,University of Washington,"AI, NLP, Vision",https://faculty.washington.edu/aylin/index.html,https://scholar.google.com/citations?user=zxzZAi0AAAAJ,False,False,False,False,True,True,False,False,2,,,
0,UofT,Azadeh Farzan,University of Toronto,AI,http://www.cs.toronto.edu/~azadeh,https://scholar.google.com/citations?user=n9Kg_LUAAAAJ,False,False,False,False,False,False,False,False,1,,,
0,JHU,Axel Krieger,Johns Hopkins University,Robotics,https://me.jhu.edu/faculty/axel-krieger,https://scholar.google.com/citations?user=ezJ0eHAAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
5,Cornell,Austin R. Benson,Cornell University,"ML, Web+IR",https://www.cs.cornell.edu/~arb,https://scholar.google.com/citations?user=BzOqNoQAAAAJ,False,False,False,False,True,False,False,False,1,,,
5,UW-Madison,Aws Albarghouthi,University of Wisconsin - Madison,"AI, ML, NLP",http://pages.cs.wisc.edu/~aws,https://scholar.google.com/citations?user=CUbC2zYAAAAJ,False,False,False,False,True,False,False,False,1,,,
5,UofT,Anwar Hithnawi,University of Toronto,ML,https://www.cs.toronto.edu/~ahithnawi,https://scholar.google.com/citations?user=n8bCzSAAAAAJ,False,True,False,False,True,True,False,False,2,...afety & Support Using Generative AI at U of T Undergraduate Prospective Students Current Students How to Apply to a CS Program Courses Ment... | ...nities Scholarships & Awards Graduate Our Graduate Programs Prospective Students Current Students Partnerships & Research Partner with Us R...,,
8,UCSD,Babak Salimi,Univ. of California - San Diego,ML,https://bsalimi.github.io,https://scholar.google.com/citations?user=C8hpXkAAAAJ,False,True,False,False,True,False,False,False,1,...icable to undergraduate and master's students interested in joining our lab; please complete the questionnaire before reaching out. Abo...,,
0,GaTech,Ashok K. Goel,Georgia Institute of Technology,"AI, NLP, Robotics",https://home.cc.gatech.edu/dil/3,https://scholar.google.com/citations?user=VjNg25EAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,UCSB,B. S. Manjunath,Univ. of California - Santa Barbara,"Robotics, Vision",https://vision.ece.ucsb.edu/people/bs-manjunath,https://scholar.google.com/citations?user=wRYM4qgAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,Yale,Avi Silberschatz,Yale University,ML,http://www.cs.yale.edu/~avi,https://scholar.google.com/citations?user=-YvgZDEAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,UCLA,Baharan Mirzasoleiman,Univ. of California - Los Angeles,"AI, ML",https://cs.stanford.edu/~baharanm,https://scholar.google.com/citations?user=x63j7HEAAAAJ,False,False,False,False,False,False,False,False,0,,,主页无内容
0,USC,Barath Raghavan,University of Southern California,Robotics,https://raghavan.usc.edu,https://scholar.google.com/citations?user=Ikz6_Y0AAAAJ,False,False,False,False,False,False,False,False,1,,,
-3,Harvard,Barbara J. Grosz,Harvard University,"AI, NLP",http://grosz.seas.harvard.edu,https://scholar.google.com/citations?user=NOSCHOLARPAGE,False,False,False,False,False,True,False,False,1,,,
0,UofT,Barend Beekhuizen,University of Toronto,NLP,https://www.cs.toronto.edu/~barend,https://scholar.google.com/citations?user=VAWZLg8AAAAJ,False,False,False,False,False,False,False,False,1,,,
0,Columbia,Baishakhi Ray,Columbia University,"ML, NLP, Robotics, Vision",http://rayb.info,https://scholar.google.com/citations?user=VaAEb5YAAAAJ,False,False,False,False,False,False,False,False,1,,,
2,UCSD,Barna Saha,Univ. of California - San Diego,"AI, ML",https://barnasaha.net,https://scholar.google.com/citations?user=BsmjRdoAAAAJ,False,False,False,False,True,True,False,False,2,,,
0,Stanford,Balaji Prabhakar,Stanford University,ML,http://web.stanford.edu/~balaji,https://scholar.google.com/citations?user=TyPF9V4AAAAJ,False,False,False,False,False,False,False,False,1,,,
0,UW,Arvind Krishnamurthy,University of Washington,"ML, Vision, Web+IR",http://www.cs.washington.edu/people/faculty/arvind,https://scholar.google.com/citations?user=EnCwNycAAAAJ,False,False,False,False,False,False,False,False,1,,,
0,Purdue,Bedrich Benes,Purdue University,Vision,https://cs.purdue.edu/homes/bbenes,https://scholar.google.com/citations?user=2VvQrz0AAAAJ,False,False,False,False,False,False,False,False,3,,,
2,UW-Madison,Barton P. Miller,University of Wisconsin - Madison,AI,http://pages.cs.wisc.edu/~bart,https://scholar.google.com/citations?user=dywFuRMAAAAJ,False,False,False,False,True,True,False,False,3,,,
2,HKU,Ben Kao,University of Hong Kong,"AI, ML, NLP, Web+IR",https://www.cs.hku.hk/index.php/people/academic-staff/kao,https://scholar.google.com/citations?user=TwSParMAAAAJ,False,False,False,False,True,True,False,False,9,,,
5,UofT,Baochun Li,University of Toronto,"AI, ML, NLP, Vision",http://iqua.ece.toronto.edu/bli,https://scholar.google.com/citations?user=rkb3_FgAAAAJ,False,True,False,False,True,True,True,False,6,...ur (as in âaquaâ). Read more â People We are actively looking for students who have the passion for advancing the state-of-the-art on...,,
-3,UCSD,Ben Bergen,Univ. of California - San Diego,NLP,https://pages.ucsd.edu/~bkbergen,https://scholar.google.com/citations?user=pJ8u7AQAAAAJ,False,False,False,False,False,True,False,False,3,,,
0,NYU,Benedikt Bünz,New York University,"AI, ML",http://crypto.stanford.edu/~buenz,https://scholar.google.com/citations?user=Hj82r7MAAAAJ,False,False,False,False,False,False,False,False,1,,,
15,UW,Baris Kasikci,University of Washington,"ML, NLP",http://www.bariskasikci.org,https://scholar.google.com/citations?user=y5J0h7gAAAAJ,True,False,False,False,True,False,False,False,1,"...r award at MICRO’22 ! Congrats, Tanvir (Oct 2022)! Kan Zhu, undergraduate researcher, won the ACM Student Research Competition at MICRO’22, Cong... | ...rch Fellowships ! Congrats, Andrew and Kevin ! (March 2020) Undergraduate researcher Nathan Brown wins first place in ACM Student Research Compe...",,
0,Cornell,Bart Selman,Cornell University,"AI, ML, Robotics",http://www.cs.cornell.edu/selman,https://scholar.google.com/citations?user=pJ28HA0AAAAJ,False,False,False,False,False,False,False,False,1,,,
5,UMich,Barzan Mozafari,University of Michigan,"AI, ML",http://web.eecs.umich.edu/~mozafari,https://scholar.google.com/citations?user=HHd7uewAAAAJ,False,False,False,False,True,False,False,False,1,,,
5,UMich,Benjamin Fish,University of Michigan,"AI, Web+IR",http://ben.fish,https://scholar.google.com/citations?user=ZHWyQWAAAAAJ,False,False,False,False,True,False,True,False,2,,,
2,Princeton,Benjamin J. Raphael,Princeton University,ML,https://www.cs.princeton.edu/people/profile/braphael,https://scholar.google.com/citations?user=GhvZjJUAAAAJ,False,False,False,False,True,True,False,False,8,,,
10,GaTech,B. Aditya Prakash,Georgia Institute of Technology,"AI, ML, NLP, Web+IR",http://www.cc.gatech.edu/~badityap,https://scholar.google.com/citations?user=C-NftTgAAAAJ,True,False,False,False,False,True,False,False,4,...utes Research Areas Research Centers About Research Centers Undergrad Research Industry Corporate Affiliates Program Corporate Recruiting... | ...utes Research Areas Research Centers About Research Centers Undergrad Research Industry Corporate Affiliates Program Corporate Recruiting...,,
2,Princeton,Benjamin Eysenbach,Princeton University,"ML, Robotics",https://www.cs.princeton.edu/people/profile/eysenbach,https://scholar.google.com/citations?user=DRnOvU8AAAAJ,False,False,False,False,True,True,False,False,8,,,
-3,NUS,Beng Chin Ooi,National University of Singapore,"AI, ML, Vision, Web+IR",http://www.comp.nus.edu.sg/~ooibc,https://scholar.google.com/citations?user=9560QjYAAAAJ,False,False,False,False,False,True,False,False,2,,,
0,UMass,Benjamin M. Marlin,Univ. of Massachusetts Amherst,"AI, ML, NLP, Robotics, Vision",https://groups.cs.umass.edu/marlin,https://scholar.google.com/citations?user=ey960FIAAAAJ,False,True,False,False,False,True,False,False,5,...each Open Positions – 2025 I expect to have two PhD student positions available in 2025. The first position is in machine learning methods... | ...partment of Computer Science at the University of Toronto . Prospective Students Note: I will be on sabbatical in the 2026-2027 academic ye...,,
8,NYU,Benjamin Rivière,New York University,Robotics,https://sites.google.com/view/riviere-robot-lab/home,https://scholar.google.com/citations?user=8A-sI8MAAAAJ,False,True,False,False,True,False,False,False,5,...le Robots Join Join Thank you for your interest in our lab! We are looking for high ly motivated people to join and collaborate with us. I...,,
0,JHU,Benjamin Van Durme,Johns Hopkins University,"AI, ML, NLP, Vision",http://www.cs.jhu.edu/~vandurme,https://scholar.google.com/citations?user=wIujAJoAAAAJ,False,False,False,False,False,False,False,False,1,,,
0,CUHK,Benjamin W. Wah,Chinese University of Hong Kong,"AI, Vision",https://wah.cse.cuhk.edu.hk,https://scholar.google.com/citations?user=WL8igVEAAAAJ,False,False,False,False,False,False,False,False,0,,,主页无内容
5,CMU,Benjamin Moseley,Carnegie Mellon University,"AI, ML, Web+IR",http://www.andrew.cmu.edu/user/moseleyb,https://scholar.google.com/citations?user=qq-SXN8AAAAJ,False,False,False,False,True,False,False,False,1,,,
2,NYU,Benjamin Peherstorfer,New York University,ML,https://cims.nyu.edu/~pehersto,https://scholar.google.com/citations?user=C81WhlkAAAAJ,False,False,False,False,True,True,False,False,2,,,
0,CUHK,Bei Yu,Chinese University of Hong Kong,"AI, ML, NLP, Vision",http://www.cse.cuhk.edu.hk/~byu,https://scholar.google.com/citations?user=dK-URsEAAAAJ,False,True,False,False,False,True,False,False,3,"...(TODAES) , and Integration, the VLSI Journal . I am always looking for motivated graduate students with background in computer science, microelectronics, ele...",,
-3,UCB,Bernhard E. Boser,Univ. of California - Berkeley,ML,https://people.eecs.berkeley.edu/~boser,https://scholar.google.com/citations?user=NHIpV98AAAAJ,False,False,False,False,False,True,False,False,2,,,
8,UCSD,Berk Ustun,Univ. of California - San Diego,"AI, ML",https://www.berkustun.com,https://scholar.google.com/citations?user=6z_XWYcAAAAJ,False,True,False,False,True,False,True,False,5,...ence HDSI 452 CV Bio Google Scholar GitHub LinkedIn Bluesky Prospective Students and Postdocs: please read this page . About My group devel...,,
0,CMU,Bhiksha Raj,Carnegie Mellon University,"AI, ML, NLP, Vision",http://www.cs.cmu.edu/~bhiksha,https://scholar.google.com/citations?user=IWcGY98AAAAJ,False,False,False,False,False,False,False,False,1,,,
-3,Princeton,Bernard Chazelle,Princeton University,Vision,https://www.cs.princeton.edu/~chazelle,https://scholar.google.com/citations?user=C1VwgssAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,Cornell,Bharath Hariharan,Cornell University,"ML, Robotics, Vision",http://home.bharathh.info,https://scholar.google.com/citations?user=TpglobcAAAAJ,False,False,False,False,False,False,True,False,2,,,
0,UW-Madison,Bilge Mutlu,University of Wisconsin - Madison,"ML, Robotics",http://pages.cs.wisc.edu/~bilge,https://scholar.google.com/citations?user=VGr54BoAAAAJ,False,False,False,False,False,False,False,False,1,,,
5,UW-Madison,Benjamin J. Lengerich,University of Wisconsin - Madison,ML,https://stat.wisc.edu/staff/lengerich-benjamin,https://scholar.google.com/citations?user=a1Ck1CMAAAAJ,False,True,False,False,True,True,False,False,9,...y Make a Gift Partner With Us Undergraduate Expand Collapse Prospective Students Courses and Enrollment Data Science Major Statistics Major... | ...y Make a Gift Partner With Us Undergraduate Expand Collapse Prospective Students Courses and Enrollment Data Science Major Statistics Major...,,
0,UCSD,Bill Lin,Univ. of California - San Diego,"AI, ML, Vision",http://cwcserv.ucsd.edu/~billlin,https://scholar.google.com/citations?user=j3geh3QAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,USC,Bhaskar Krishnamachari,University of Southern California,"AI, Robotics",http://ceng.usc.edu/~bkrishna,https://scholar.google.com/citations?user=JHJozAYAAAAJ,False,False,False,False,False,False,False,False,1,,,
5,UMD,Binghui Peng,Univ. of Maryland - College Park,"AI, ML, NLP",https://www.cs.umd.edu/people/binghuip,https://scholar.google.com/citations?user=twlFI3sAAAAJ,False,True,False,False,True,True,False,False,9,...ests Log In Explore Education Education Undergraduate About Prospective Students Immersive Media Design Combined BS/MS Program Recruiters F... | ...nts Honors Program Research Opportunities Graduate Info for Prospective Students Ph.D. In Computer Science M.S. in Computer Science About T...,,
15,HKUST,Binhang Yuan,HKUST,"ML, NLP",https://cse.hkust.edu.hk/admin/people/faculty/profile/biyuan,https://scholar.google.com/citations?user=TflKxcIAAAAJ,True,False,False,False,True,True,False,False,9,...iting MPhil and PhD students to start in Fall 2026. We are looking for outstanding undergraduate students as well as graduate students with a Master's degr... | ...s recruiting MPhil and PhD students to start in Fall 2026. We are looking for outstanding undergraduate students as well as graduate stu...,,
-3,UCB,Bin Yu,Univ. of California - Berkeley,"AI, ML, NLP",https://www.stat.berkeley.edu/~binyu/Site/Welcome.html,https://scholar.google.com/citations?user=xT19Jc0AAAAJ,False,False,False,False,False,True,False,False,3,,,
20,UIUC,Bertram Ludäscher,Univ. of Illinois at Urbana-Champaign,NLP,https://ischool.illinois.edu/people/bertram-ludascher,https://scholar.google.com/citations?user=nYx9xasAAAAJ,True,False,False,True,True,True,True,False,10,...onality for the Euler/X system and beyond. For example SPIN intern and CS undergraduate student Sahil Gupta has developed a novel Possible Worlds E... | ...tment staff are experts in sharing program information with prospective students. Get to know our staff Our staff are partners in the acade...,"...nologie, Carnegie Mellon University; PhD, Computer Science, Nanjing University Research focus Intelligent information systems, information...",
0,VT,Bimal Viswanath,Virginia Tech,Web+IR,https://people.cs.vt.edu/vbimal,https://scholar.google.com/citations?user=bu1SCOuD_CMC,False,False,False,False,False,False,False,False,2,,,
10,UW,Bill Howe,University of Washington,"AI, ML, Vision",https://faculty.washington.edu/billhowe,https://scholar.google.com/citations?user=dQ-x9NQAAAAJ,True,False,False,False,False,True,False,False,1,"...senblatt, and involved the use of a large team of Ukrainian undergraduate researchers who are all co-authors. Congrats to the team! August, 202...",,
2,HKU,Bo Dai,University of Hong Kong,"AI, ML, Vision",https://datascience.hku.hk/people/bo-dai,https://scholar.google.com/citations?user=KNWTvgEAAAAJ,False,False,False,False,True,True,False,False,9,,,
15,USC,Bistra Dilkina,University of Southern California,"AI, ML, Vision, Web+IR",https://viterbi.usc.edu/directory/faculty/Dilkina/Bistra,https://scholar.google.com/citations?user=1jjyaBYAAAAJ,True,False,False,False,True,True,True,False,2,"...ocation Medal, Simon Fraser University 2004 CRA Outstanding Undergraduate Researcher Award 2003 Co-founder, Actenum Corp, Vancouver, BC, Canada...",,
0,HKUST,Bo Li,HKUST,"AI, ML, Robotics, Web+IR",https://www.cse.ust.hk/~bli,https://scholar.google.com/citations?user=BMkV-YoAAAAJ,False,False,False,False,False,False,False,False,1,,,
18,GaTech,Bo Dai,Georgia Institute of Technology,"AI, ML, NLP, Robotics, Vision, Web+IR",https://bo-dai.github.io,https://scholar.google.com/citations?user=TIKl_foAAAAJ,False,False,True,True,True,False,False,False,2,,"...per Award, 2017 Ross Fellowship, 2011-2012 Summa Cum Laude, Nanjing University National Scholarship, Nanjing University Team Current Stude... | ...2 Summa Cum Laude, Nanjing University National Scholarship, Nanjing University Team Current Students Haotian Sun , Georgia Tech CSE PhD Ch...",
0,UCB,Benjamin Recht,Univ. of California - Berkeley,"AI, ML, Vision",http://www.eecs.berkeley.edu/~brecht,https://scholar.google.com/citations?user=a_dbdxAAAAAJ,False,False,False,False,False,False,False,False,1,,,
8,UCSD,Biwei Huang,Univ. of California - San Diego,"AI, ML",https://biweihuang.com,https://scholar.google.com/citations?user=hTRCBCgAAAAJ,False,True,False,False,True,False,False,False,2,...ted in my research. I am recruiting a postdoc researcher to join our team and build the next generation of causality-empowered VLA Mo... | ...Welcome to contact me if you are interested in my research. I am recruiting a postdoc researcher to join our team and build the next ge...,,
5,UIUC,Bo Li,Univ. of Illinois at Urbana-Champaign,"AI, ML, NLP, Vision",https://aisecure.github.io,https://scholar.google.com/citations?user=K8vJkTcAAAAJ,False,True,False,False,True,True,False,False,3,"...us driving, and trustworthy federated learning systems. For Prospective Students: Prospective PhDs and postdocs who are interested and expe...",,
2,NTU,Bo An,Nanyang Technological University,"AI, ML, Vision, Web+IR",https://www3.ntu.edu.sg/home/boan,https://scholar.google.com/citations?user=CvdNmi0AAAAJ,False,False,False,False,True,True,False,False,1,,,
0,UofT,Bo Wang,University of Toronto,"AI, ML, NLP, Vision",https://wanglab.ml/people.html,https://scholar.google.com/citations?user=37FDILIAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
15,UCLA,Bolei Zhou,Univ. of California - Los Angeles,"AI, ML, Robotics, Vision",https://boleizhou.github.io,https://scholar.google.com/citations?user=9D4aG8AAAAAJ,True,False,False,False,True,False,True,False,2,"...activity recognition and crowd behavior analysis in videos Undergraduate Research Assistant at Shanghai Jiao Tong University Jan 2009 – July 2010 MOE-M... | ...Angeles Office: 295D, Engineering VI, UCLA. PTE request or Prospective Student please read this I am an associate professor in the Compute...",,
5,GaTech,Bo Zhu,Georgia Institute of Technology,"ML, Robotics, Vision",https://faculty.cc.gatech.edu/~bozhu,https://scholar.google.com/citations?user=LM_HjvIAAAAJ,False,False,False,False,True,False,False,False,1,,,
8,Duke,Bhuwan Dhingra,Duke University,"AI, ML, NLP",http://www.cs.cmu.edu/~bdhingra,https://scholar.google.com/citations?user=SLISZFAAAAAJ,False,True,False,False,True,False,False,False,3,...deadline is Dec 15). I am currently looking for students to join my group. Please only email if you have questions which are not answ... | ...deadline is Dec 15). I am currently looking for students to join my group. Please only email if you have questions which are not answ...,,
2,VT,Bo Ji,Virginia Tech,"AI, ML",http://people.cs.vt.edu/boji,https://scholar.google.com/citations?user=9ILgtvAAAAAJ,False,False,False,False,True,True,False,False,1,,,
5,Harvard,Boaz Barak,Harvard University,ML,http://www.boazbarak.org,https://scholar.google.com/citations?user=XGiiygQAAAAJ,False,True,False,False,True,True,True,False,4,"...s and the BSF. Want to work with me? At the moment I am not looking for students or postdocs to advise on my own, though am open to potenti...",,
-3,MIT,Bonnie Berger,Massachusetts Inst. of Technology,"ML, Vision",https://people.csail.mit.edu/bab,https://scholar.google.com/citations?user=qMOS01AAAAAJ,False,False,False,False,False,True,False,False,1,,,
0,Duke,Boyuan Chen,Duke University,"ML, Robotics, Vision",http://boyuanchen.com,https://scholar.google.com/citations?user=5DBpY6EAAAAJ,False,False,False,False,False,False,False,False,1,,,
5,NTU,Boyang Li,Nanyang Technological University,"AI, ML, NLP, Vision",http://boyangli.org,https://scholar.google.com/citations?user=QwL4z2UAAAAJ,False,True,False,False,True,True,True,False,4,"...rom the books you read. Paper bibtex Hiring I have multiple open positions for Ph.D. students, postdocs, and research engineers. Plea...",,
0,UofT,Brendan J. Frey,University of Toronto,"ML, Vision",http://www.psi.toronto.edu/~frey,https://scholar.google.com/citations?user=RjQ7YnMAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
15,UMass,Brendan T. O'Connor,Univ. of Massachusetts Amherst,"NLP, Web+IR",http://brenocon.com,https://scholar.google.com/citations?user=V4LXxrQAAAAJ,True,False,False,False,True,True,True,False,3,...negie Mellon University (as graduate student) • Supervised undergraduate research assistant. Summer 2012. Resulted in conference publication (Owoputi...,,
3,Princeton,Brenden M. Lake,Princeton University,"ML, NLP",https://www.cs.princeton.edu/~bl8144,https://scholar.google.com/citations?user=vspmOX8AAAAJ,False,True,False,False,False,False,False,False,1,...nt of Psychology Princeton University Contact Interested in joining the lab? Please submit this form rather than sending an email. Emai...,,
15,CMU,Brandon Lucia,Carnegie Mellon University,Robotics,http://brandonlucia.com,https://scholar.google.com/citations?user=a9T7i5QAAAAJ,True,False,False,False,True,True,True,False,2,".... . . . . . . . . . . . . . . . . . . . . . . . . 2006-2007 Undergraduate Research Assistant, Advisor Sam Guyer Tufts University . . . . . . . . . . . .... | .... . . . . . . . . . . . . . . . . . . . . . . . . 2005-2006 Undergraduate Research Assistant, Advisor Soha Hassoun ExtraHop Networks . . . . . . . . . ....",,
2,Purdue,Brian Bullins,Purdue University,ML,https://www.cs.purdue.edu/people/faculty/bbullins.html,https://scholar.google.com/citations?user=PCUwf-8AAAAJ,False,False,False,False,True,True,False,False,9,,,
0,Northwestern,Brenna D. Argall,Northwestern University,Robotics,http://www.eecs.northwestern.edu/~argall,https://scholar.google.com/citations?user=nhpEPFgAAAAJ,False,True,False,False,False,True,False,False,1,"...ent project details and publications. For information about open positions within my research group, visit this link . TEACHING EECS...",,
2,NYU,Brandon Reagen,New York University,"ML, NLP",https://engineering.nyu.edu/faculty/brandon-reagen,https://scholar.google.com/citations?user=cO2uYoAAAAAJ,False,False,False,False,True,True,False,False,9,,,
2,CMU,Brad A. Myers,Carnegie Mellon University,AI,http://www.cs.cmu.edu/~bam,https://scholar.google.com/citations?user=E1cp_aYAAAAJ,False,False,False,False,True,True,False,False,5,,,
0,NUS,Bingsheng He,National University of Singapore,"AI, ML, NLP, Vision, Web+IR",http://www.comp.nus.edu.sg/~hebs,https://scholar.google.com/citations?user=RogYLKYAAAAJ,False,True,False,False,False,True,False,False,1,"...020), and an fellow of IEEE (class of 2025). Recent Updates We are hiring! Several positions including Ph.D. students, Research Fell... | ...ing and Supervision ] [ Academic Services ] [ Awards ] [ Prospective Students ] Bio Dr. Bingsheng He is currently a Professor and Vice-D...",,
2,UT-Austin,Brent Waters,University of Texas at Austin,Web+IR,https://www.cs.utexas.edu/~bwaters,https://scholar.google.com/citations?user=VEKxHOAAAAAJ,False,False,False,False,True,True,False,False,1,,,
15,CMU,Bogdan Vasilescu,Carnegie Mellon University,NLP,http://bvasiles.github.io,https://scholar.google.com/citations?user=bcXjlqYAAAAJ,True,False,False,False,True,True,True,False,3,...eering; REU 2019): Honorable Mention - CRA 2020 Outstanding Undergraduate Researcher Award; ICSE 2020 paper Naveen Raman [ ] (University of Mary... | ...lorida; REU 2018): Honorable Mention - CRA 2020 Outstanding Undergraduate Researcher Award; OSS 2019 paper Sophie Rosas-Smith [ ] [ ] (Wellesley...,,
0,HKUST,Brian Kan-Wing Mak,HKUST,"AI, ML, NLP, Vision",https://www.cse.ust.hk/~mak,https://scholar.google.com/citations?user=Zx8p8RsAAAAJ,False,False,False,False,False,False,False,False,1,,,
0,UMich,Brian D. Noble,University of Michigan,Web+IR,http://www.engin.umich.edu/college/about/people/profiles/k-to-o/brian-noble,https://scholar.google.com/citations?user=U0Ps_DwAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
0,NUS,Brian Y. Lim,National University of Singapore,Vision,http://www.brianlim.net,https://scholar.google.com/citations?user=_bza0AoAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
-3,Yale,Brian Scassellati,Yale University,"AI, Robotics",http://www.cs.yale.edu/~scaz,https://scholar.google.com/citations?user=0jSdqoEAAAAJ,False,False,False,False,False,True,False,False,1,,,
-3,UMass,Brian Neil Levine,Univ. of Massachusetts Amherst,"ML, Robotics, Web+IR",https://people.cs.umass.edu/~brian,https://scholar.google.com/citations?user=oHbIF48AAAAJ,False,False,False,False,False,True,False,False,2,,,
2,Northwestern,Brent J. Hecht,Northwestern University,"AI, ML, NLP, Web+IR",http://www.brenthecht.com,https://scholar.google.com/citations?user=6IinLVUAAAAJ,False,False,False,False,True,True,True,False,2,,,
10,GaTech,Bruce N. Walker,Georgia Institute of Technology,Robotics,http://sonify.psych.gatech.edu/~walkerb,https://scholar.google.com/citations?user=xY3zIEAAAAAJ,True,False,False,False,False,True,False,False,3,"...es for implementation, HCI students to conduct studies, and undergraduate research assistants. Some projects have funding, so paid work is a possibility... | ...es for implementation, HCI students to conduct studies, and undergraduate research assistants. Some projects have funding, so paid work is a possibility...",,
0,UW,Brian Curless,University of Washington,"ML, Robotics, Vision",http://homes.cs.washington.edu/~curless,https://scholar.google.com/citations?user=tlh8i7gAAAAJ,False,False,False,False,False,False,False,False,1,,,
0,NUS,Bruno Bodin,National University of Singapore,Robotics,https://www.comp.nus.edu.sg/~bruno,https://scholar.google.com/citations?user=yySZFKoAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
2,UT-Austin,Bruce W. Porter,University of Texas at Austin,AI,https://www.cs.utexas.edu/users/porter,https://scholar.google.com/citations?user=k5c56_wAAAAJ,False,False,False,False,True,True,True,False,2,,,
15,UIUC,Brighten Godfrey,Univ. of Illinois at Urbana-Champaign,"ML, Robotics",http://pbg.cs.illinois.edu,https://scholar.google.com/citations?user=D2K-ADYAAAAJ,True,False,False,False,True,True,False,False,4,...Co-Chair of HotNets 2025 with Barath Raghavan! Congrats to undergraduate researcher Aditya Prerepa on his graduation! Aditya co-led the SLATE p... | ...Co-Chair of HotNets 2025 with Barath Raghavan! Congrats to undergraduate researcher Aditya Prerepa on his graduation! Aditya co-led the SLATE p...,,
0,NUS,Bryan Hooi,National University of Singapore,"AI, ML, NLP, Vision, Web+IR",https://www.comp.nus.edu.sg/~bhooi,https://scholar.google.com/citations?user=ErEL3bgAAAAJ,False,False,False,False,False,False,False,False,0,,,主页无内容
0,Purdue,Bruno Ribeiro,Purdue University,"AI, ML, NLP, Vision, Web+IR",https://www.cs.purdue.edu/homes/ribeirob,https://scholar.google.com/citations?user=KIEleCsAAAAJ,False,False,False,False,False,False,False,False,1,,,
-3,Duke,Bruce Randall Donald,Duke University,Robotics,https://www.cs.duke.edu/brd,https://scholar.google.com/citations?user=TkayRqQAAAAJ,False,False,False,False,False,True,False,False,1,,,
2,Northwestern,Bryan Pardo,Northwestern University,"AI, ML",https://bryan-pardo.github.io,https://scholar.google.com/citations?user=vxEKYqsAAAAJ,False,False,False,False,True,True,True,False,2,,,
0,NYU,Bud Mishra,New York University,"ML, Robotics",https://cs.nyu.edu/mishra,https://scholar.google.com/citations?user=kXVBr20AAAAJ,False,False,False,False,False,False,False,False,1,,,
2,UMass,Bruno C. da Silva,Univ. of Massachusetts Amherst,"AI, ML, Robotics",https://people.cs.umass.edu/~bsilva,https://scholar.google.com/citations?user=eskJDVUAAAAJ,False,False,False,False,True,True,False,False,1,,,
0,NTU,Bu-Sung Lee,Nanyang Technological University,Web+IR,https://dr.ntu.edu.sg/cris/rp/rp00531,https://scholar.google.com/citations?user=TyytTfQAAAAJ,False,False,False,False,False,False,False,False,0,,,主页获取失败
-3,CMU,Bruno Sinopoli,Carnegie Mellon University,Robotics,https://users.ece.cmu.edu/~brunos,https://scholar.google.com/citations?user=zZO9qG4AAAAJ,False,False,False,False,False,True,False,False,1,,,
5,UW,Byron Boots,University of Washington,"AI, ML, Robotics, Vision",https://homes.cs.washington.edu/~bboots,https://scholar.google.com/citations?user=kXB8FBoAAAAJ,False,False,False,False,True,False,False,False,1,,,
0,Stanford,C. Karen Liu,Stanford University,"ML, Robotics, Vision",https://tml.stanford.edu/people/karen-liu,https://scholar.google.com/citations?user=i28fU0MAAAAJ,False,False,False,False,False,False,False,False,2,,,
